['riven', 'leesin', 'leblanc', 'ezreal', 'leona', 'jayce', 'olaf', 'sylas', 'ashe', 'blitzcrank', 'red']
['aatrox', 'graves', 'katarina', 'ezreal', 'thresh', 'fiora', 'diana', 'talon', 'kaisa', 'lulu', 'red']
['yuumi', 'ezreal', 'katarina', 'trundle', 'nasus', 'hecarim', 'ezreal', 'vladimir', 'ashe', 'darius', 'blue']
['maokai', 'poppy', 'garen', 'kaisa', 'nami', 'vayne', 'elise', 'zed', 'ezreal', 'thresh', 'red']
['rengar', 'gragas', 'yasuo', 'ezreal', 'leona', 'nasus', 'leesin', 'camille', 'kaisa', 'galio', 'blue']
['kayle', 'volibear', 'zoe', 'ezreal', 'yuumi', 'chogath', 'skarner', 'malzahar', 'vayne', 'velkoz', 'blue']
['teemo', 'kindred', 'akali', 'varus', 'thresh', 'shen', 'evelynn', 'irelia', 'kaisa', 'velkoz', 'red']
['malzahar', 'leesin', 'ahri', 'kogmaw', 'alistar', 'chogath', 'poppy', 'leblanc', 'galio', 'ezreal', 'blue']
['shyvana', 'zoe', 'azir', 'irelia', 'veigar', 'brand', 'caitlyn', 'viego', 'samira', 'aatrox', 'red']
['renekton', 'jarvaniv', 'lucian', 'kaisa', 'leona', 'camille', 'xinzhao', 'katarina', 'varus', 'tahmkench', 'red']
['wukong', 'nidalee', 'ekko', 'caitlyn', 'blitzcrank', 'jax', 'leesin', 'twistedfate', 'jhin', 'xerath', 'blue']
['renekton', 'nidalee', 'viego', 'missfortune', 'nautilus', 'volibear', 'xinzhao', 'vayne', 'kaisa', 'leona', 'red']
['kennen', 'graves', 'zed', 'sivir', 'senna', 'irelia', 'xinzhao', 'brand', 'jinx', 'nautilus', 'blue']
['masteryi', 'malzahar', 'missfortune', 'volibear', 'kaisa', 'yuumi', 'jax', 'zed', 'kayn', 'ezreal', 'red']
['urgot', 'leesin', 'viego', 'ezreal', 'bard', 'mordekaiser', 'rumble', 'twistedfate', 'kaisa', 'nami', 'blue']
['sylas', 'udyr', 'renekton', 'kaisa', 'senna', 'garen', 'twitch', 'zed', 'jhin', 'lulu', 'red']
['gnar', 'ekko', 'mordekaiser', 'ezreal', 'xerath', 'aatrox', 'viego', 'galio', 'tristana', 'brand', 'blue']
['renekton', 'nidalee', 'irelia', 'ezreal', 'sett', 'mordekaiser', 'leesin', 'viktor', 'samira', 'pantheon', 'blue']
['akali', 'udyr', 'ezreal', 'samira', 'zac', 'camille', 'graves', 'yone', 'kaisa', 'lulu', 'red']
['fiora', 'leesin', 'talon', 'caitlyn', 'soraka', 'volibear', 'sion', 'diana', 'ezreal', 'missfortune', 'blue']
['irelia', 'elise', 'anivia', 'lucian', 'maokai', 'darius', 'leesin', 'pyke', 'caitlyn', 'morgana', 'red']
['teemo', 'olaf', 'renekton', 'senna', 'brand', 'sett', 'viego', 'sylas', 'kaisa', 'blitzcrank', 'red']
['trundle', 'shaco', 'sylas', 'ashe', 'pyke', 'aatrox', 'leesin', 'fizz', 'ezreal', 'karma', 'red']
['jinx', 'senna', 'akali', 'jayce', 'kindred', 'senna', 'viego', 'neeko', 'ezreal', 'poppy', 'red']
['vladimir', 'hecarim', 'akali', 'jhin', 'leona', 'renekton', 'jarvaniv', 'qiyana', 'ashe', 'velkoz', 'blue']
['gwen', 'poppy', 'pantheon', 'jhin', 'leona', 'ornn', 'udyr', 'yone', 'missfortune', 'brand', 'blue']
['rammus', 'mordekaiser', 'warwick', 'ziggs', 'xerath', 'corki', 'diana', 'varus', 'anivia', 'jhin', 'blue']
['gwen', 'poppy', 'viego', 'vayne', 'braum', 'camille', 'ekko', 'malphite', 'kaisa', 'lulu', 'blue']
['sett', 'morgana', 'zoe', 'varus', 'blitzcrank', 'renekton', 'vi', 'fizz', 'ezreal', 'karma', 'blue']
['jayce', 'karthus', 'katarina', 'jhin', 'yuumi', 'irelia', 'shaco', 'vladimir', 'ezreal', 'nautilus', 'red']
['vladimir', 'senna', 'shaco', 'lux', 'jinx', 'nasus', 'soraka', 'poppy', 'vayne', 'leona', 'red']
['caitlyn', 'kaisa', 'akali', 'chogath', 'sivir', 'irelia', 'masteryi', 'fiddlesticks', 'syndra', 'sylas', 'blue']
['vladimir', 'xinzhao', 'akali', 'jhin', 'veigar', 'irelia', 'viego', 'zed', 'kaisa', 'zilean', 'red']
['wukong', 'kindred', 'leblanc', 'jinx', 'velkoz', 'renekton', 'rumble', 'kassadin', 'samira', 'sett', 'blue']
['samira', 'nasus', 'akali', 'rell', 'leesin', 'evelynn', 'ezreal', 'zed', 'sylas', 'thresh', 'red']
['malphite', 'missfortune', 'nidalee', 'twistedfate', 'blitzcrank', 'zed', 'kaisa', 'ezreal', 'katarina', 'sion', 'blue']
['lux', 'rumble', 'nidalee', 'ashe', 'pyke', 'quinn', 'sona', 'kayn', 'gnar', 'ekko', 'blue']
['illaoi', 'leesin', 'kassadin', 'ezreal', 'karma', 'ornn', 'hecarim', 'viktor', 'kaisa', 'lux', 'red']
['sett', 'rumble', 'galio', 'samira', 'morgana', 'volibear', 'graves', 'lucian', 'vayne', 'lulu', 'blue']
['sett', 'hecarim', 'diana', 'ashe', 'thresh', 'aatrox', 'nidalee', 'gwen', 'jhin', 'xerath', 'blue']
['varus', 'wukong', 'jinx', 'twitch', 'karma', 'orianna', 'sivir', 'aurelionsol', 'malphite', 'jhin', 'blue']
['aatrox', 'kindred', 'rumble', 'samira', 'swain', 'renekton', 'nocturne', 'akali', 'ezreal', 'senna', 'blue']
['masteryi', 'diana', 'orianna', 'missfortune', 'teemo', 'gwen', 'gragas', 'pyke', 'ashe', 'ezreal', 'red']
['xerath', 'urgot', 'karma', 'cassiopeia', 'twistedfate', 'samira', 'blitzcrank', 'malphite', 'ezreal', 'jax', 'red']
['lux', 'jhin', 'warwick', 'pyke', 'shaco', 'chogath', 'viego', 'alistar', 'twitch', 'illaoi', 'red']
['aatrox', 'poppy', 'katarina', 'jhin', 'shen', 'renekton', 'diana', 'akali', 'jinx', 'thresh', 'red']
['kled', 'skarner', 'viego', 'ezreal', 'rakan', 'volibear', 'nunu', 'viktor', 'kaisa', 'sett', 'blue']
['teemo', 'rumble', 'talon', 'tristana', 'karma', 'nasus', 'tryndamere', 'xerath', 'jinx', 'swain', 'red']
['sylas', 'rengar', 'rumble', 'ezreal', 'veigar', 'wukong', 'diana', 'pantheon', 'kaisa', 'seraphine', 'red']
['nocturne', 'gragas', 'yone', 'sivir', 'leona', 'fizz', 'fiora', 'leesin', 'samira', 'alistar', 'red']
['viktor', 'khazix', 'sylas', 'ashe', 'senna', 'malphite', 'kindred', 'akali', 'ezreal', 'yuumi', 'blue']
['nasus', 'nidalee', 'viego', 'ezreal', 'xerath', 'aatrox', 'khazix', 'diana', 'samira', 'leona', 'red']
['orianna', 'talon', 'seraphine', 'vayne', 'ahri', 'khazix', 'sylas', 'kled', 'zed', 'singed', 'red']
['syndra', 'yuumi', 'draven', 'urgot', 'leblanc', 'ezreal', 'ziggs', 'alistar', 'velkoz', 'varus', 'red']
['leesin', 'karthus', 'gnar', 'ezreal', 'pantheon', 'wukong', 'elise', 'yasuo', 'samira', 'swain', 'red']
['senna', 'kaisa', 'renekton', 'sylas', 'maokai', 'graves', 'evelynn', 'viktor', 'warwick', 'amumu', 'red']
['trundle', 'ekko', 'zed', 'lucian', 'leona', 'quinn', 'elise', 'rumble', 'ezreal', 'missfortune', 'blue']
['pantheon', 'yasuo', 'swain', 'missfortune', 'fiddlesticks', 'senna', 'yasuo', 'yone', 'lucian', 'leesin', 'blue']
['sett', 'zed', 'leesin', 'ezreal', 'nami', 'wukong', 'kindred', 'ekko', 'jinx', 'yuumi', 'blue']
['renekton', 'udyr', 'jayce', 'jinx', 'thresh', 'caitlyn', 'poppy', 'wukong', 'sylas', 'senna', 'red']
['mordekaiser', 'shaco', 'ahri', 'kalista', 'alistar', 'aatrox', 'xinzhao', 'zed', 'ezreal', 'velkoz', 'blue']
['sylas', 'rumble', 'katarina', 'kaisa', 'pantheon', 'vladimir', 'kayn', 'ryze', 'jhin', 'leona', 'red']
['nasus', 'leesin', 'sylas', 'ezreal', 'karma', 'jax', 'xinzhao', 'vayne', 'yasuo', 'blitzcrank', 'blue']
['renekton', 'masteryi', 'qiyana', 'ezreal', 'thresh', 'ornn', 'kindred', 'garen', 'tristana', 'shaco', 'blue']
['yorick', 'diana', 'kassadin', 'samira', 'anivia', 'aatrox', 'graves', 'nocturne', 'vayne', 'lulu', 'red']
['volibear', 'gragas', 'malphite', 'ezreal', 'morgana', 'gwen', 'viego', 'zed', 'kaisa', 'swain', 'red']
['ornn', 'diana', 'akali', 'ezreal', 'soraka', 'sylas', 'kayn', 'vladimir', 'kaisa', 'leona', 'blue']
['kennen', 'sylas', 'thresh', 'kaisa', 'shaco', 'kayle', 'drmundo', 'zed', 'jhin', 'alistar', 'red']
['akali', 'graves', 'nunu', 'ezreal', 'masteryi', 'rumble', 'shaco', 'pantheon', 'caitlyn', 'alistar', 'red']
['malphite', 'xinzhao', 'yasuo', 'kaisa', 'sett', 'lucian', 'graves', 'sylas', 'ezreal', 'chogath', 'blue']
['shaco', 'zed', 'soraka', 'gangplank', 'corki', 'urgot', 'jax', 'veigar', 'zac', 'azir', 'blue']
['trundle', 'shaco', 'twistedfate', 'kaisa', 'neeko', 'sion', 'leesin', 'galio', 'zilean', 'draven', 'red']
['rumble', 'darius', 'lux', 'leesin', 'ryze', 'senna', 'ezreal', 'missfortune', 'kennen', 'leesin', 'blue']
['janna', 'leesin', 'draven', 'lucian', 'leblanc', 'yuumi', 'fiora', 'sylas', 'diana', 'ezreal', 'red']
['malphite', 'karma', 'missfortune', 'gragas', 'akali', 'malzahar', 'ornn', 'draven', 'xerath', 'ziggs', 'red']
['camille', 'kindred', 'sylas', 'leona', 'varus', 'gnar', 'shyvana', 'diana', 'jhin', 'senna', 'red']
['volibear', 'nidalee', 'yasuo', 'ezreal', 'lulu', 'sett', 'sejuani', 'sylas', 'kaisa', 'leona', 'blue']
['renekton', 'kindred', 'galio', 'xayah', 'rakan', 'gwen', 'leesin', 'kalista', 'lucian', 'alistar', 'red']
['maokai', 'reksai', 'lucian', 'kaisa', 'leona', 'renekton', 'nidalee', 'zed', 'ezreal', 'braum', 'blue']
['sett', 'katarina', 'nautilus', 'nunu', 'kaisa', 'zac', 'fiora', 'leesin', 'samira', 'thresh', 'red']
['urgot', 'evelynn', 'nocturne', 'jinx', 'leona', 'gnar', 'poppy', 'akali', 'ezreal', 'senna', 'blue']
['tryndamere', 'kindred', 'zed', 'lucian', 'thresh', 'olaf', 'khazix', 'talon', 'ezreal', 'shaco', 'red']
['poppy', 'mordekaiser', 'sylas', 'kaisa', 'zilean', 'warwick', 'kayn', 'ahri', 'twitch', 'yuumi', 'red']
['drmundo', 'ekko', 'kogmaw', 'malzahar', 'lulu', 'gwen', 'kindred', 'yone', 'samira', 'thresh', 'blue']
['singed', 'bard', 'ezreal', 'leesin', 'varus', 'irelia', 'sylas', 'jinx', 'leesin', 'blitzcrank', 'red']
['renekton', 'zac', 'leblanc', 'samira', 'pyke', 'teemo', 'kayn', 'xerath', 'jinx', 'alistar', 'blue']
['shen', 'nasus', 'zed', 'camille', 'vladimir', 'neeko', 'varus', 'samira', 'morgana', 'ezreal', 'red']
['illaoi', 'shaco', 'orianna', 'vayne', 'nautilus', 'garen', 'nidalee', 'darius', 'kaisa', 'pantheon', 'blue']
['jayce', 'warwick', 'irelia', 'samira', 'senna', 'mordekaiser', 'poppy', 'orianna', 'vayne', 'pantheon', 'blue']
['wukong', 'hecarim', 'irelia', 'ezreal', 'xerath', 'sett', 'nocturne', 'thresh', 'tristana', 'vladimir', 'blue']
['urgot', 'fiddlesticks', 'orianna', 'kaisa', 'maokai', 'gnar', 'warwick', 'veigar', 'senna', 'sett', 'red']
['ryze', 'leesin', 'jayce', 'kaisa', 'leona', 'rumble', 'hecarim', 'qiyana', 'ezreal', 'karma', 'red']
['jax', 'kindred', 'fizz', 'ezreal', 'lulu', 'darius', 'elise', 'leblanc', 'jhin', 'zilean', 'blue']
['masteryi', 'khazix', 'veigar', 'ezreal', 'tryndamere', 'jinx', 'riven', 'gangplank', 'sylas', 'leesin', 'red']
['ziggs', 'bard', 'cassiopeia', 'velkoz', 'pyke', 'twistedfate', 'jinx', 'nidalee', 'tahmkench', 'corki', 'red']
['orianna', 'zed', 'teemo', 'gangplank', 'tryndamere', 'varus', 'cassiopeia', 'lux', 'swain', 'warwick', 'blue']
['nocturne', 'leesin', 'xerath', 'vayne', 'rell', 'mordekaiser', 'volibear', 'viktor', 'samira', 'alistar', 'red']
['morgana', 'ekko', 'nocturne', 'samira', 'leesin', 'warwick', 'sylas', 'lulu', 'jayce', 'jinx', 'red']
['kennen', 'warwick', 'leblanc', 'kaisa', 'zac', 'renekton', 'nocturne', 'twistedfate', 'varus', 'zyra', 'blue']
['sylas', 'graves', 'zed', 'tristana', 'leona', 'poppy', 'elise', 'nocturne', 'vayne', 'lulu', 'red']
['pyke', 'blitzcrank', 'lucian', 'katarina', 'brand', 'zyra', 'viego', 'chogath', 'xayah', 'caitlyn', 'red']
['blitzcrank', 'soraka', 'galio', 'tahmkench', 'vladimir', 'swain', 'senna', 'ziggs', 'syndra', 'neeko', 'blue']
['masteryi', 'yuumi', 'bard', 'kindred', 'kayle', 'jax', 'teemo', 'taliyah', 'missfortune', 'lucian', 'blue']
['yasuo', 'xerath', 'ornn', 'leesin', 'jhin', 'ekko', 'irelia', 'kaisa', 'leesin', 'xerath', 'red']
['jayce', 'nidalee', 'pyke', 'ashe', 'lulu', 'wukong', 'graves', 'lux', 'ezreal', 'soraka', 'red']
['sett', 'zac', 'galio', 'jinx', 'lulu', 'senna', 'warwick', 'azir', 'vayne', 'swain', 'red']
['samira', 'khazix', 'yone', 'vladimir', 'zoe', 'sett', 'fiddlesticks', 'singed', 'lucian', 'yone', 'red']
['wukong', 'xinzhao', 'akali', 'sivir', 'thresh', 'sylas', 'masteryi', 'ahri', 'ashe', 'senna', 'blue']
['camille', 'olaf', 'fizz', 'ezreal', 'pyke', 'sion', 'kayn', 'diana', 'varus', 'xerath', 'red']
['ornn', 'kayn', 'xerath', 'jinx', 'soraka', 'fiora', 'morgana', 'sylas', 'shaco', 'caitlyn', 'blue']
['akali', 'leesin', 'zed', 'kaisa', 'annie', 'volibear', 'shaco', 'anivia', 'xayah', 'blitzcrank', 'red']
['garen', 'elise', 'corki', 'twitch', 'sett', 'darius', 'nidalee', 'sylas', 'ezreal', 'thresh', 'red']
['sett', 'gragas', 'zed', 'jinx', 'thresh', 'sylas', 'masteryi', 'qiyana', 'kaisa', 'lulu', 'red']
['shen', 'elise', 'yone', 'ezreal', 'yuumi', 'kled', 'nidalee', 'viego', 'ashe', 'thresh', 'blue']
['urgot', 'taliyah', 'yasuo', 'kaisa', 'senna', 'zac', 'leesin', 'leblanc', 'caitlyn', 'yuumi', 'blue']
['swain', 'khazix', 'talon', 'kaisa', 'pyke', 'sett', 'poppy', 'lux', 'lucian', 'thresh', 'blue']
['gnar', 'nocturne', 'talon', 'varus', 'morgana', 'wukong', 'shaco', 'yasuo', 'ashe', 'nami', 'red']
['ezreal', 'lux', 'leesin', 'elise', 'zed', 'leblanc', 'nidalee', 'samira', 'camille', 'blitzcrank', 'blue']
['renekton', 'leesin', 'zed', 'ezreal', 'morgana', 'pantheon', 'viego', 'sylas', 'kaisa', 'bard', 'red']
['sett', 'graves', 'akali', 'vayne', 'lulu', 'pantheon', 'kayn', 'sylas', 'ezreal', 'lux', 'red']
['fiora', 'graves', 'syndra', 'ezreal', 'lux', 'trundle', 'shaco', 'kassadin', 'varus', 'zyra', 'red']
['sylas', 'samira', 'galio', 'leona', 'twitch', 'akali', 'bard', 'sett', 'lux', 'samira', 'blue']
['aatrox', 'kindred', 'leblanc', 'varus', 'nautilus', 'fiora', 'olaf', 'sylas', 'kaisa', 'thresh', 'blue']
['leesin', 'graves', 'leblanc', 'jinx', 'morgana', 'renekton', 'elise', 'zed', 'kaisa', 'pyke', 'red']
['renekton', 'leesin', 'qiyana', 'lulu', 'kogmaw', 'graves', 'xerath', 'ezreal', 'aurelionsol', 'illaoi', 'red']
['mordekaiser', 'xinzhao', 'thresh', 'kaisa', 'qiyana', 'sett', 'graves', 'xerath', 'ezreal', 'janna', 'blue']
['malphite', 'jarvaniv', 'viktor', 'vayne', 'thresh', 'zac', 'leesin', 'lucian', 'ezreal', 'heimerdinger', 'blue']
['yone', 'missfortune', 'tahmkench', 'rengar', 'irelia', 'sylas', 'nocturne', 'blitzcrank', 'malphite', 'varus', 'red']
['jayce', 'nunu', 'tahmkench', 'ezreal', 'zyra', 'darius', 'nidalee', 'nocturne', 'varus', 'senna', 'blue']
['nidalee', 'gwen', 'mordekaiser', 'kaisa', 'neeko', 'sylas', 'masteryi', 'irelia', 'jinx', 'xerath', 'blue']
['swain', 'velkoz', 'karthus', 'jhin', 'leona', 'darius', 'jinx', 'karma', 'pantheon', 'kaisa', 'blue']
['camille', 'olaf', 'yasuo', 'kaisa', 'lulu', 'aatrox', 'kindred', 'ryze', 'tristana', 'sett', 'blue']
['wukong', 'diana', 'sylas', 'sivir', 'bard', 'gwen', 'xinzhao', 'orianna', 'ezreal', 'pantheon', 'red']
['darius', 'ahri', 'kaisa', 'morgana', 'samira', 'lucian', 'nocturne', 'ziggs', 'zyra', 'blitzcrank', 'blue']
['shyvana', 'missfortune', 'samira', 'talon', 'jinx', 'veigar', 'blitzcrank', 'brand', 'fizz', 'teemo', 'blue']
['tahmkench', 'ornn', 'jarvaniv', 'ahri', 'kaisa', 'thresh', 'viego', 'morgana', 'nidalee', 'ekko', 'blue']
['gwen', 'khazix', 'akali', 'samira', 'leona', 'lulu', 'reksai', 'yasuo', 'tristana', 'pantheon', 'blue']
['thresh', 'nunu', 'ezreal', 'leesin', 'riven', 'camille', 'vayne', 'diana', 'thresh', 'volibear', 'blue']
['gnar', 'gragas', 'sion', 'ezreal', 'lulu', 'sett', 'ekko', 'zed', 'kaisa', 'karma', 'red']
['tryndamere', 'yuumi', 'malzahar', 'fizz', 'masteryi', 'riven', 'zyra', 'viego', 'nautilus', 'drmundo', 'red']
['kayle', 'nidalee', 'yone', 'xayah', 'blitzcrank', 'sylas', 'nocturne', 'qiyana', 'syndra', 'swain', 'red']
['leesin', 'yuumi', 'ezreal', 'sylas', 'aatrox', 'malphite', 'xinzhao', 'ezreal', 'bard', 'twistedfate', 'blue']
['zac', 'reksai', 'akali', 'caitlyn', 'lux', 'shen', 'rumble', 'anivia', 'kaisa', 'velkoz', 'blue']
['fiora', 'nidalee', 'sylas', 'samira', 'alistar', 'jax', 'leesin', 'rumble', 'caitlyn', 'morgana', 'red']
['lulu', 'pyke', 'bard', 'veigar', 'kogmaw', 'zed', 'nautilus', 'varus', 'anivia', 'ezreal', 'blue']
['ornn', 'khazix', 'sylas', 'tristana', 'leona', 'malphite', 'reksai', 'ekko', 'jinx', 'alistar', 'blue']
['volibear', 'shaco', 'diana', 'jhin', 'seraphine', 'malphite', 'leesin', 'azir', 'kaisa', 'ashe', 'red']
['camille', 'neeko', 'leesin', 'samira', 'alistar', 'singed', 'ivern', 'pantheon', 'kogmaw', 'lulu', 'red']
['yone', 'xerath', 'lux', 'malphite', 'kindred', 'ornn', 'nautilus', 'jarvaniv', 'jinx', 'yasuo', 'blue']
['sett', 'fiddlesticks', 'zed', 'kaisa', 'zilean', 'kayle', 'leesin', 'sylas', 'ashe', 'zyra', 'red']
['jax', 'rumble', 'akali', 'lucian', 'yuumi', 'malphite', 'diana', 'leblanc', 'varus', 'lulu', 'blue']
['taliyah', 'fiddlesticks', 'jhin', 'kaisa', 'mordekaiser', 'ornn', 'draven', 'zyra', 'leblanc', 'zilean', 'red']
['camille', 'leesin', 'ahri', 'missfortune', 'thresh', 'tristana', 'darius', 'katarina', 'vayne', 'pyke', 'blue']
['akali', 'chogath', 'nocturne', 'kaisa', 'nami', 'ornn', 'diana', 'ekko', 'ezreal', 'thresh', 'blue']
['leesin', 'sejuani', 'katarina', 'varus', 'ezreal', 'ornn', 'kayn', 'talon', 'samira', 'senna', 'red']
['tahmkench', 'khazix', 'zilean', 'samira', 'zac', 'leesin', 'rumble', 'yone', 'kaisa', 'leona', 'blue']
['sett', 'nidalee', 'yasuo', 'kaisa', 'akali', 'fiora', 'morgana', 'talon', 'ezreal', 'veigar', 'red']
['corki', 'twistedfate', 'thresh', 'chogath', 'irelia', 'vi', 'gragas', 'lulu', 'masteryi', 'amumu', 'blue']
['wukong', 'kindred', 'sylas', 'xayah', 'lulu', 'soraka', 'leesin', 'yasuo', 'ezreal', 'nautilus', 'red']
['rumble', 'rammus', 'jinx', 'jhin', 'fiddlesticks', 'missfortune', 'veigar', 'chogath', 'gragas', 'vayne', 'blue']
['teemo', 'xinzhao', 'sylas', 'ezreal', 'lulu', 'illaoi', 'masteryi', 'twistedfate', 'caitlyn', 'morgana', 'blue']
['lissandra', 'ryze', 'sona', 'senna', 'jinx', 'morgana', 'twistedfate', 'syndra', 'jarvaniv', 'soraka', 'red']
['ornn', 'graves', 'yasuo', 'kalista', 'thresh', 'renekton', 'elise', 'neeko', 'ezreal', 'sett', 'blue']
['teemo', 'reksai', 'irelia', 'kaisa', 'camille', 'leesin', 'xinzhao', 'vladimir', 'ezreal', 'senna', 'blue']
['sett', 'kindred', 'akali', 'vayne', 'alistar', 'camille', 'nidalee', 'sylas', 'tristana', 'maokai', 'red']
['malphite', 'leesin', 'zed', 'ezreal', 'ashe', 'gnar', 'zac', 'sion', 'kaisa', 'lulu', 'red']
['shen', 'amumu', 'akali', 'kaisa', 'yuumi', 'garen', 'viego', 'sylas', 'varus', 'viktor', 'red']
['aatrox', 'leesin', 'ekko', 'ezreal', 'karma', 'camille', 'rumble', 'akali', 'sivir', 'xerath', 'blue']
['nasus', 'shaco', 'katarina', 'kaisa', 'leona', 'darius', 'zac', 'sett', 'ezreal', 'malphite', 'blue']
['urgot', 'mordekaiser', 'twistedfate', 'samira', 'alistar', 'fiora', 'leesin', 'diana', 'vayne', 'thresh', 'red']
['irelia', 'elise', 'twistedfate', 'ezreal', 'leblanc', 'leesin', 'fiora', 'xerath', 'kaisa', 'lulu', 'blue']
['gwen', 'lillia', 'zed', 'yasuo', 'blitzcrank', 'renekton', 'poppy', 'sett', 'sivir', 'lux', 'blue']
['riven', 'sejuani', 'ekko', 'ezreal', 'pyke', 'sylas', 'diana', 'kassadin', 'aphelios', 'alistar', 'blue']
['jax', 'leesin', 'lissandra', 'jinx', 'janna', 'diana', 'nocturne', 'sylas', 'ezreal', 'lux', 'red']
['fiora', 'fiddlesticks', 'irelia', 'jhin', 'seraphine', 'garen', 'khazix', 'akali', 'varus', 'senna', 'blue']
['viego', 'nautilus', 'sylas', 'kaisa', 'shen', 'diana', 'rumble', 'varus', 'nasus', 'morgana', 'blue']
['sylas', 'leesin', 'teemo', 'lucian', 'leona', 'irelia', 'gragas', 'leblanc', 'tristana', 'thresh', 'red']
['tryndamere', 'elise', 'rumble', 'kaisa', 'shen', 'lucian', 'diana', 'talon', 'yone', 'karma', 'blue']
['darius', 'yasuo', 'sylas', 'kaisa', 'blitzcrank', 'yone', 'sejuani', 'shaco', 'vayne', 'veigar', 'blue']
['sylas', 'leesin', 'talon', 'varus', 'xerath', 'kayle', 'udyr', 'twistedfate', 'jinx', 'yuumi', 'red']
['ahri', 'veigar', 'katarina', 'kayn', 'senna', 'amumu', 'caitlyn', 'nasus', 'karma', 'anivia', 'red']
['leesin', 'kindred', 'twistedfate', 'kaisa', 'yuumi', 'shen', 'poppy', 'fizz', 'jinx', 'thresh', 'red']
['sylas', 'qiyana', 'jhin', 'leesin', 'senna', 'shen', 'senna', 'morgana', 'twistedfate', 'nunu', 'blue']
['irelia', 'lillia', 'gragas', 'ezreal', 'senna', 'poppy', 'kindred', 'yasuo', 'samira', 'karma', 'red']
['jayce', 'soraka', 'gangplank', 'bard', 'azir', 'lux', 'morgana', 'jax', 'veigar', 'pyke', 'blue']
['akali', 'udyr', 'yone', 'vayne', 'zyra', 'riven', 'taliyah', 'zed', 'kaisa', 'zilean', 'blue']
['sett', 'fiddlesticks', 'leblanc', 'jhin', 'xerath', 'malphite', 'shaco', 'yasuo', 'tristana', 'pantheon', 'red']
['volibear', 'nocturne', 'galio', 'ezreal', 'pyke', 'jax', 'fiddlesticks', 'pantheon', 'caitlyn', 'xerath', 'blue']
['ezreal', 'rammus', 'katarina', 'kaisa', 'leona', 'sett', 'xinzhao', 'malzahar', 'zed', 'yuumi', 'red']
['sett', 'khazix', 'zed', 'kogmaw', 'lulu', 'gnar', 'leesin', 'neeko', 'ezreal', 'xerath', 'red']
['fiora', 'ezreal', 'nautilus', 'sylas', 'yone', 'vayne', 'sona', 'riven', 'yasuo', 'graves', 'red']
['ryze', 'viego', 'ezreal', 'sylas', 'yone', 'lucian', 'amumu', 'viktor', 'kaisa', 'gragas', 'red']
['bard', 'ashe', 'rell', 'jax', 'vayne', 'kayn', 'malzahar', 'sivir', 'jarvaniv', 'leblanc', 'red']
['rumble', 'viego', 'xerath', 'kaisa', 'senna', 'jayce', 'diana', 'pyke', 'jhin', 'taric', 'red']
['nasus', 'leesin', 'nunu', 'tristana', 'senna', 'camille', 'sylas', 'hecarim', 'zyra', 'lucian', 'blue']
['nasus', 'xerath', 'viego', 'gwen', 'kindred', 'sylas', 'maokai', 'galio', 'ezreal', 'leesin', 'red']
['renekton', 'leesin', 'leblanc', 'jinx', 'pyke', 'akali', 'zac', 'talon', 'samira', 'nautilus', 'red']
['viego', 'rumble', 'wukong', 'samira', 'leona', 'malphite', 'jax', 'yone', 'missfortune', 'thresh', 'blue']
['leesin', 'aatrox', 'anivia', 'leona', 'kaisa', 'wukong', 'shaco', 'katarina', 'samira', 'rakan', 'blue']
['soraka', 'senna', 'amumu', 'khazix', 'annie', 'morgana', 'galio', 'rumble', 'xayah', 'teemo', 'red']
['illaoi', 'nunu', 'neeko', 'jhin', 'zac', 'leesin', 'rengar', 'leblanc', 'ashe', 'gragas', 'red']
['renekton', 'morgana', 'fizz', 'ezreal', 'braum', 'volibear', 'xinzhao', 'nocturne', 'missfortune', 'yuumi', 'blue']
['sett', 'leesin', 'diana', 'kaisa', 'galio', 'irelia', 'jarvaniv', 'akali', 'samira', 'rakan', 'blue']
['khazix', 'sion', 'annie', 'anivia', 'zyra', 'kaisa', 'yone', 'nami', 'jax', 'veigar', 'blue']
['kled', 'khazix', 'galio', 'tristana', 'lulu', 'riven', 'alistar', 'veigar', 'aphelios', 'elise', 'blue']
['ornn', 'rumble', 'malzahar', 'kaisa', 'rakan', 'camille', 'kindred', 'katarina', 'ezreal', 'thresh', 'red']
['leesin', 'yuumi', 'orianna', 'xayah', 'kled', 'singed', 'rumble', 'varus', 'zyra', 'morgana', 'blue']
['taliyah', 'nautilus', 'zoe', 'quinn', 'kaisa', 'heimerdinger', 'nunu', 'yone', 'xayah', 'tryndamere', 'blue']
['wukong', 'kindred', 'irelia', 'ezreal', 'yuumi', 'aatrox', 'graves', 'pyke', 'kaisa', 'galio', 'red']
['brand', 'vayne', 'braum', 'sivir', 'kayle', 'gragas', 'draven', 'sett', 'teemo', 'masteryi', 'blue']
['irelia', 'zac', 'sylas', 'ezreal', 'lulu', 'riven', 'karthus', 'leblanc', 'jinx', 'fiddlesticks', 'blue']
['yasuo', 'senna', 'viego', 'sett', 'sylas', 'yuumi', 'zed', 'aphelios', 'leesin', 'nasus', 'blue']
['mordekaiser', 'masteryi', 'taric', 'samira', 'blitzcrank', 'sett', 'shaco', 'sylas', 'lucian', 'swain', 'red']
